ID,A,B,C,D,r
77473,7,5,15,1,2
77474,7,5,15,1,3
77475,7,5,15,1,4
77476,7,5,15,1,5
77477,7,5,15,1,6
77478,7,5,15,1,7
77479,7,5,15,1,8
77480,7,5,15,2,1
77481,7,5,15,2,2
77482,7,5,15,2,3
77483,7,5,15,2,4
77484,7,5,15,2,5
77485,7,5,15,2,6
77486,7,5,15,2,7
77487,7,5,15,2,8
77488,7,5,15,3,1
77489,7,5,15,3,2
77490,7,5,15,3,3
77491,7,5,15,3,4
77492,7,5,15,3,5
77493,7,5,15,3,6
77494,7,5,15,3,7
77495,7,5,15,3,8
77496,7,5,15,4,1
77497,7,5,15,4,2
77498,7,5,15,4,3
77499,7,5,15,4,4
77500,7,5,15,4,5
77501,7,5,15,4,6
77502,7,5,15,4,7
77503,7,5,15,4,8
77504,7,5,15,5,1
77505,7,5,15,5,2
77506,7,5,15,5,3
77507,7,5,15,5,4
77508,7,5,15,5,5
77509,7,5,15,5,6
77510,7,5,15,5,7
77511,7,5,15,5,8
77512,7,5,15,6,1
77513,7,5,15,6,2
77514,7,5,15,6,3
77515,7,5,15,6,4
77516,7,5,15,6,5
77517,7,5,15,6,6
77518,7,5,15,6,7
77519,7,5,15,6,8
77520,7,5,16,1,1
77521,7,5,16,1,2
77522,7,5,16,1,3
77523,7,5,16,1,4
77524,7,5,16,1,5
77525,7,5,16,1,6
77526,7,5,16,1,7
77527,7,5,16,1,8
77528,7,5,16,2,1
77529,7,5,16,2,2
77530,7,5,16,2,3
77531,7,5,16,2,4
77532,7,5,16,2,5
77533,7,5,16,2,6
77534,7,5,16,2,7
77535,7,5,16,2,8
77536,7,5,16,3,1
77537,7,5,16,3,2
77538,7,5,16,3,3
77539,7,5,16,3,4
77540,7,5,16,3,5
77541,7,5,16,3,6
77542,7,5,16,3,7
77543,7,5,16,3,8
77544,7,5,16,4,1
77545,7,5,16,4,2
77546,7,5,16,4,3
77547,7,5,16,4,4
77548,7,5,16,4,5
77549,7,5,16,4,6
77550,7,5,16,4,7
77551,7,5,16,4,8
77552,7,5,16,5,1
77553,7,5,16,5,2
77554,7,5,16,5,3
77555,7,5,16,5,4
77556,7,5,16,5,5
77557,7,5,16,5,6
77558,7,5,16,5,7
77559,7,5,16,5,8
77560,7,5,16,6,1
77561,7,5,16,6,2
77562,7,5,16,6,3
77563,7,5,16,6,4
77564,7,5,16,6,5
77565,7,5,16,6,6
77566,7,5,16,6,7
77567,7,5,16,6,8
77568,7,6,1,1,1
77569,7,6,1,1,2
77570,7,6,1,1,3
77571,7,6,1,1,4
77572,7,6,1,1,5
77573,7,6,1,1,6
77574,7,6,1,1,7
77575,7,6,1,1,8
77576,7,6,1,2,1
77577,7,6,1,2,2
77578,7,6,1,2,3
77579,7,6,1,2,4
77580,7,6,1,2,5
77581,7,6,1,2,6
77582,7,6,1,2,7
77583,7,6,1,2,8
77584,7,6,1,3,1
77585,7,6,1,3,2
77586,7,6,1,3,3
77587,7,6,1,3,4
77588,7,6,1,3,5
77589,7,6,1,3,6
77590,7,6,1,3,7
77591,7,6,1,3,8
77592,7,6,1,4,1
77593,7,6,1,4,2
77594,7,6,1,4,3
77595,7,6,1,4,4
77596,7,6,1,4,5
77597,7,6,1,4,6
77598,7,6,1,4,7
77599,7,6,1,4,8
77600,7,6,1,5,1
77601,7,6,1,5,2
77602,7,6,1,5,3
77603,7,6,1,5,4
77604,7,6,1,5,5
77605,7,6,1,5,6
77606,7,6,1,5,7
77607,7,6,1,5,8
77608,7,6,1,6,1
77609,7,6,1,6,2
77610,7,6,1,6,3
77611,7,6,1,6,4
77612,7,6,1,6,5
77613,7,6,1,6,6
77614,7,6,1,6,7
77615,7,6,1,6,8
77616,7,6,2,1,1
77617,7,6,2,1,2
77618,7,6,2,1,3
77619,7,6,2,1,4
77620,7,6,2,1,5
77621,7,6,2,1,6
77622,7,6,2,1,7
77623,7,6,2,1,8
77624,7,6,2,2,1
77625,7,6,2,2,2
77626,7,6,2,2,3
77627,7,6,2,2,4
77628,7,6,2,2,5
77629,7,6,2,2,6
77630,7,6,2,2,7
77631,7,6,2,2,8
77632,7,6,2,3,1
77633,7,6,2,3,2
77634,7,6,2,3,3
77635,7,6,2,3,4
77636,7,6,2,3,5
77637,7,6,2,3,6
77638,7,6,2,3,7
77639,7,6,2,3,8
77640,7,6,2,4,1
77641,7,6,2,4,2
77642,7,6,2,4,3
77643,7,6,2,4,4
77644,7,6,2,4,5
77645,7,6,2,4,6
77646,7,6,2,4,7
77647,7,6,2,4,8
77648,7,6,2,5,1
77649,7,6,2,5,2
77650,7,6,2,5,3
77651,7,6,2,5,4
77652,7,6,2,5,5
77653,7,6,2,5,6
77654,7,6,2,5,7
77655,7,6,2,5,8
77656,7,6,2,6,1
77657,7,6,2,6,2
77658,7,6,2,6,3
77659,7,6,2,6,4
77660,7,6,2,6,5
77661,7,6,2,6,6
77662,7,6,2,6,7
77663,7,6,2,6,8
77664,7,6,3,1,1
77665,7,6,3,1,2
77666,7,6,3,1,3
77667,7,6,3,1,4
77668,7,6,3,1,5
77669,7,6,3,1,6
77670,7,6,3,1,7
77671,7,6,3,1,8
77672,7,6,3,2,1
77673,7,6,3,2,2
77674,7,6,3,2,3
77675,7,6,3,2,4
77676,7,6,3,2,5
77677,7,6,3,2,6
77678,7,6,3,2,7
77679,7,6,3,2,8
77680,7,6,3,3,1
77681,7,6,3,3,2
77682,7,6,3,3,3
77683,7,6,3,3,4
77684,7,6,3,3,5
77685,7,6,3,3,6
77686,7,6,3,3,7
77687,7,6,3,3,8
77688,7,6,3,4,1
77689,7,6,3,4,2
77690,7,6,3,4,3
77691,7,6,3,4,4
77692,7,6,3,4,5
77693,7,6,3,4,6
77694,7,6,3,4,7
77695,7,6,3,4,8
77696,7,6,3,5,1
77697,7,6,3,5,2
77698,7,6,3,5,3
77699,7,6,3,5,4
77700,7,6,3,5,5
77701,7,6,3,5,6
77702,7,6,3,5,7
77703,7,6,3,5,8
77704,7,6,3,6,1
77705,7,6,3,6,2
77706,7,6,3,6,3
77707,7,6,3,6,4
77708,7,6,3,6,5
77709,7,6,3,6,6
77710,7,6,3,6,7
77711,7,6,3,6,8
77712,7,6,4,1,1
77713,7,6,4,1,2
77714,7,6,4,1,3
77715,7,6,4,1,4
77716,7,6,4,1,5
77717,7,6,4,1,6
77718,7,6,4,1,7
77719,7,6,4,1,8
77720,7,6,4,2,1
77721,7,6,4,2,2
77722,7,6,4,2,3
77723,7,6,4,2,4
77724,7,6,4,2,5
77725,7,6,4,2,6
77726,7,6,4,2,7
77727,7,6,4,2,8
77728,7,6,4,3,1
77729,7,6,4,3,2
77730,7,6,4,3,3
77731,7,6,4,3,4
77732,7,6,4,3,5
77733,7,6,4,3,6
77734,7,6,4,3,7
77735,7,6,4,3,8
77736,7,6,4,4,1
77737,7,6,4,4,2
77738,7,6,4,4,3
77739,7,6,4,4,4
77740,7,6,4,4,5
77741,7,6,4,4,6
77742,7,6,4,4,7
77743,7,6,4,4,8
77744,7,6,4,5,1
77745,7,6,4,5,2
77746,7,6,4,5,3
77747,7,6,4,5,4
77748,7,6,4,5,5
77749,7,6,4,5,6
77750,7,6,4,5,7
77751,7,6,4,5,8
77752,7,6,4,6,1
77753,7,6,4,6,2
77754,7,6,4,6,3
77755,7,6,4,6,4
77756,7,6,4,6,5
77757,7,6,4,6,6
77758,7,6,4,6,7
77759,7,6,4,6,8
77760,7,6,5,1,1
77761,7,6,5,1,2
77762,7,6,5,1,3
77763,7,6,5,1,4
77764,7,6,5,1,5
77765,7,6,5,1,6
77766,7,6,5,1,7
77767,7,6,5,1,8
77768,7,6,5,2,1
77769,7,6,5,2,2
77770,7,6,5,2,3
77771,7,6,5,2,4
77772,7,6,5,2,5
77773,7,6,5,2,6
77774,7,6,5,2,7
77775,7,6,5,2,8
77776,7,6,5,3,1
77777,7,6,5,3,2
77778,7,6,5,3,3
77779,7,6,5,3,4
77780,7,6,5,3,5
77781,7,6,5,3,6
77782,7,6,5,3,7
77783,7,6,5,3,8
77784,7,6,5,4,1
77785,7,6,5,4,2
77786,7,6,5,4,3
77787,7,6,5,4,4
77788,7,6,5,4,5
77789,7,6,5,4,6
77790,7,6,5,4,7
77791,7,6,5,4,8
77792,7,6,5,5,1
77793,7,6,5,5,2
77794,7,6,5,5,3
77795,7,6,5,5,4
77796,7,6,5,5,5
77797,7,6,5,5,6
77798,7,6,5,5,7
77799,7,6,5,5,8
77800,7,6,5,6,1
77801,7,6,5,6,2
77802,7,6,5,6,3
77803,7,6,5,6,4
77804,7,6,5,6,5
77805,7,6,5,6,6
77806,7,6,5,6,7
77807,7,6,5,6,8
77808,7,6,6,1,1
77809,7,6,6,1,2
77810,7,6,6,1,3
77811,7,6,6,1,4
77812,7,6,6,1,5
77813,7,6,6,1,6
77814,7,6,6,1,7
77815,7,6,6,1,8
77816,7,6,6,2,1
77817,7,6,6,2,2
77818,7,6,6,2,3
77819,7,6,6,2,4
77820,7,6,6,2,5
77821,7,6,6,2,6
77822,7,6,6,2,7
77823,7,6,6,2,8
77824,7,6,6,3,1
77825,7,6,6,3,2
77826,7,6,6,3,3
77827,7,6,6,3,4
77828,7,6,6,3,5
77829,7,6,6,3,6
77830,7,6,6,3,7
77831,7,6,6,3,8
77832,7,6,6,4,1
77833,7,6,6,4,2
77834,7,6,6,4,3
77835,7,6,6,4,4
77836,7,6,6,4,5
77837,7,6,6,4,6
77838,7,6,6,4,7
77839,7,6,6,4,8
77840,7,6,6,5,1
77841,7,6,6,5,2
77842,7,6,6,5,3
77843,7,6,6,5,4
77844,7,6,6,5,5
77845,7,6,6,5,6
77846,7,6,6,5,7
77847,7,6,6,5,8
77848,7,6,6,6,1
77849,7,6,6,6,2
77850,7,6,6,6,3
77851,7,6,6,6,4
77852,7,6,6,6,5
77853,7,6,6,6,6
77854,7,6,6,6,7
77855,7,6,6,6,8
77856,7,6,7,1,1
77857,7,6,7,1,2
77858,7,6,7,1,3
77859,7,6,7,1,4
77860,7,6,7,1,5
77861,7,6,7,1,6
77862,7,6,7,1,7
77863,7,6,7,1,8
77864,7,6,7,2,1
77865,7,6,7,2,2
77866,7,6,7,2,3
77867,7,6,7,2,4
77868,7,6,7,2,5
77869,7,6,7,2,6
77870,7,6,7,2,7
77871,7,6,7,2,8
77872,7,6,7,3,1
77873,7,6,7,3,2
77874,7,6,7,3,3
77875,7,6,7,3,4
77876,7,6,7,3,5
77877,7,6,7,3,6
77878,7,6,7,3,7
77879,7,6,7,3,8
77880,7,6,7,4,1
77881,7,6,7,4,2
77882,7,6,7,4,3
77883,7,6,7,4,4
77884,7,6,7,4,5
77885,7,6,7,4,6
77886,7,6,7,4,7
77887,7,6,7,4,8
77888,7,6,7,5,1
77889,7,6,7,5,2
77890,7,6,7,5,3
77891,7,6,7,5,4
77892,7,6,7,5,5
77893,7,6,7,5,6
77894,7,6,7,5,7
77895,7,6,7,5,8
77896,7,6,7,6,1
77897,7,6,7,6,2
77898,7,6,7,6,3
77899,7,6,7,6,4
77900,7,6,7,6,5
77901,7,6,7,6,6
77902,7,6,7,6,7
77903,7,6,7,6,8
77904,7,6,8,1,1
77905,7,6,8,1,2
77906,7,6,8,1,3
77907,7,6,8,1,4
77908,7,6,8,1,5
77909,7,6,8,1,6
77910,7,6,8,1,7
77911,7,6,8,1,8
77912,7,6,8,2,1
77913,7,6,8,2,2
77914,7,6,8,2,3
77915,7,6,8,2,4
77916,7,6,8,2,5
77917,7,6,8,2,6
77918,7,6,8,2,7
77919,7,6,8,2,8
77920,7,6,8,3,1
77921,7,6,8,3,2
77922,7,6,8,3,3
77923,7,6,8,3,4
77924,7,6,8,3,5
77925,7,6,8,3,6
77926,7,6,8,3,7
77927,7,6,8,3,8
77928,7,6,8,4,1
77929,7,6,8,4,2
77930,7,6,8,4,3
77931,7,6,8,4,4
77932,7,6,8,4,5
77933,7,6,8,4,6
77934,7,6,8,4,7
77935,7,6,8,4,8
77936,7,6,8,5,1
77937,7,6,8,5,2
77938,7,6,8,5,3
77939,7,6,8,5,4
77940,7,6,8,5,5
77941,7,6,8,5,6
77942,7,6,8,5,7
77943,7,6,8,5,8
77944,7,6,8,6,1
77945,7,6,8,6,2
77946,7,6,8,6,3
77947,7,6,8,6,4
77948,7,6,8,6,5
77949,7,6,8,6,6
77950,7,6,8,6,7
77951,7,6,8,6,8
77952,7,6,9,1,1
77953,7,6,9,1,2
77954,7,6,9,1,3
77955,7,6,9,1,4
77956,7,6,9,1,5
77957,7,6,9,1,6
77958,7,6,9,1,7
77959,7,6,9,1,8
77960,7,6,9,2,1
77961,7,6,9,2,2
77962,7,6,9,2,3
77963,7,6,9,2,4
77964,7,6,9,2,5
77965,7,6,9,2,6
77966,7,6,9,2,7
77967,7,6,9,2,8
77968,7,6,9,3,1
77969,7,6,9,3,2
77970,7,6,9,3,3
77971,7,6,9,3,4
77972,7,6,9,3,5
77973,7,6,9,3,6
77974,7,6,9,3,7
77975,7,6,9,3,8
77976,7,6,9,4,1
77977,7,6,9,4,2
77978,7,6,9,4,3
77979,7,6,9,4,4
77980,7,6,9,4,5
77981,7,6,9,4,6
77982,7,6,9,4,7
77983,7,6,9,4,8
77984,7,6,9,5,1
77985,7,6,9,5,2
77986,7,6,9,5,3
77987,7,6,9,5,4
77988,7,6,9,5,5
77989,7,6,9,5,6
77990,7,6,9,5,7
77991,7,6,9,5,8
77992,7,6,9,6,1
77993,7,6,9,6,2
77994,7,6,9,6,3
77995,7,6,9,6,4
77996,7,6,9,6,5
77997,7,6,9,6,6
77998,7,6,9,6,7
77999,7,6,9,6,8
78000,7,6,10,1,1
78001,7,6,10,1,2
78002,7,6,10,1,3
78003,7,6,10,1,4
78004,7,6,10,1,5
78005,7,6,10,1,6
78006,7,6,10,1,7
78007,7,6,10,1,8
78008,7,6,10,2,1
78009,7,6,10,2,2
78010,7,6,10,2,3
78011,7,6,10,2,4
78012,7,6,10,2,5
78013,7,6,10,2,6
78014,7,6,10,2,7
78015,7,6,10,2,8
78016,7,6,10,3,1
78017,7,6,10,3,2
78018,7,6,10,3,3
78019,7,6,10,3,4
78020,7,6,10,3,5
78021,7,6,10,3,6
78022,7,6,10,3,7
78023,7,6,10,3,8
78024,7,6,10,4,1
78025,7,6,10,4,2
78026,7,6,10,4,3
78027,7,6,10,4,4
78028,7,6,10,4,5
78029,7,6,10,4,6
78030,7,6,10,4,7
78031,7,6,10,4,8
78032,7,6,10,5,1
78033,7,6,10,5,2
78034,7,6,10,5,3
78035,7,6,10,5,4
78036,7,6,10,5,5
78037,7,6,10,5,6
78038,7,6,10,5,7
78039,7,6,10,5,8
78040,7,6,10,6,1
78041,7,6,10,6,2
78042,7,6,10,6,3
78043,7,6,10,6,4
78044,7,6,10,6,5
78045,7,6,10,6,6
78046,7,6,10,6,7
78047,7,6,10,6,8
78048,7,6,11,1,1
78049,7,6,11,1,2
78050,7,6,11,1,3
78051,7,6,11,1,4
78052,7,6,11,1,5
78053,7,6,11,1,6
78054,7,6,11,1,7
78055,7,6,11,1,8
78056,7,6,11,2,1
78057,7,6,11,2,2
78058,7,6,11,2,3
78059,7,6,11,2,4
78060,7,6,11,2,5
78061,7,6,11,2,6
78062,7,6,11,2,7
78063,7,6,11,2,8
78064,7,6,11,3,1
78065,7,6,11,3,2
78066,7,6,11,3,3
78067,7,6,11,3,4
78068,7,6,11,3,5
78069,7,6,11,3,6
78070,7,6,11,3,7
78071,7,6,11,3,8
78072,7,6,11,4,1
78073,7,6,11,4,2
78074,7,6,11,4,3
78075,7,6,11,4,4
78076,7,6,11,4,5
78077,7,6,11,4,6
78078,7,6,11,4,7
78079,7,6,11,4,8
78080,7,6,11,5,1
78081,7,6,11,5,2
78082,7,6,11,5,3
78083,7,6,11,5,4
78084,7,6,11,5,5
78085,7,6,11,5,6
78086,7,6,11,5,7
78087,7,6,11,5,8
78088,7,6,11,6,1
78089,7,6,11,6,2
78090,7,6,11,6,3
78091,7,6,11,6,4
78092,7,6,11,6,5
78093,7,6,11,6,6
78094,7,6,11,6,7
78095,7,6,11,6,8
78096,7,6,12,1,1
78097,7,6,12,1,2
78098,7,6,12,1,3
78099,7,6,12,1,4
78100,7,6,12,1,5
78101,7,6,12,1,6
78102,7,6,12,1,7
78103,7,6,12,1,8
78104,7,6,12,2,1
78105,7,6,12,2,2
78106,7,6,12,2,3
78107,7,6,12,2,4
78108,7,6,12,2,5
78109,7,6,12,2,6
78110,7,6,12,2,7
78111,7,6,12,2,8
78112,7,6,12,3,1
78113,7,6,12,3,2
78114,7,6,12,3,3
78115,7,6,12,3,4
78116,7,6,12,3,5
78117,7,6,12,3,6
78118,7,6,12,3,7
78119,7,6,12,3,8
78120,7,6,12,4,1
78121,7,6,12,4,2
78122,7,6,12,4,3
78123,7,6,12,4,4
78124,7,6,12,4,5
78125,7,6,12,4,6
78126,7,6,12,4,7
78127,7,6,12,4,8
78128,7,6,12,5,1
78129,7,6,12,5,2
78130,7,6,12,5,3
78131,7,6,12,5,4
78132,7,6,12,5,5
78133,7,6,12,5,6
78134,7,6,12,5,7
78135,7,6,12,5,8
78136,7,6,12,6,1
78137,7,6,12,6,2
78138,7,6,12,6,3
78139,7,6,12,6,4
78140,7,6,12,6,5
78141,7,6,12,6,6
78142,7,6,12,6,7
78143,7,6,12,6,8
78144,7,6,13,1,1
78145,7,6,13,1,2
78146,7,6,13,1,3
78147,7,6,13,1,4
78148,7,6,13,1,5
78149,7,6,13,1,6
78150,7,6,13,1,7
78151,7,6,13,1,8
78152,7,6,13,2,1
78153,7,6,13,2,2
78154,7,6,13,2,3
78155,7,6,13,2,4
78156,7,6,13,2,5
78157,7,6,13,2,6
78158,7,6,13,2,7
78159,7,6,13,2,8
78160,7,6,13,3,1
78161,7,6,13,3,2
78162,7,6,13,3,3
78163,7,6,13,3,4
78164,7,6,13,3,5
78165,7,6,13,3,6
78166,7,6,13,3,7
78167,7,6,13,3,8
78168,7,6,13,4,1
78169,7,6,13,4,2
78170,7,6,13,4,3
78171,7,6,13,4,4
78172,7,6,13,4,5
78173,7,6,13,4,6
78174,7,6,13,4,7
78175,7,6,13,4,8
78176,7,6,13,5,1
78177,7,6,13,5,2
78178,7,6,13,5,3
78179,7,6,13,5,4
78180,7,6,13,5,5
78181,7,6,13,5,6
78182,7,6,13,5,7
78183,7,6,13,5,8
78184,7,6,13,6,1
78185,7,6,13,6,2
78186,7,6,13,6,3
78187,7,6,13,6,4
78188,7,6,13,6,5
78189,7,6,13,6,6
78190,7,6,13,6,7
78191,7,6,13,6,8
78192,7,6,14,1,1
78193,7,6,14,1,2
78194,7,6,14,1,3
78195,7,6,14,1,4
78196,7,6,14,1,5
78197,7,6,14,1,6
78198,7,6,14,1,7
78199,7,6,14,1,8
78200,7,6,14,2,1
78201,7,6,14,2,2
78202,7,6,14,2,3
78203,7,6,14,2,4
78204,7,6,14,2,5
78205,7,6,14,2,6
78206,7,6,14,2,7
78207,7,6,14,2,8
78208,7,6,14,3,1
78209,7,6,14,3,2
78210,7,6,14,3,3
78211,7,6,14,3,4
78212,7,6,14,3,5
78213,7,6,14,3,6
78214,7,6,14,3,7
78215,7,6,14,3,8
78216,7,6,14,4,1
78217,7,6,14,4,2
78218,7,6,14,4,3
78219,7,6,14,4,4
78220,7,6,14,4,5
78221,7,6,14,4,6
78222,7,6,14,4,7
78223,7,6,14,4,8
78224,7,6,14,5,1
78225,7,6,14,5,2
78226,7,6,14,5,3
78227,7,6,14,5,4
78228,7,6,14,5,5
78229,7,6,14,5,6
78230,7,6,14,5,7
78231,7,6,14,5,8
78232,7,6,14,6,1
78233,7,6,14,6,2
78234,7,6,14,6,3
78235,7,6,14,6,4
78236,7,6,14,6,5
78237,7,6,14,6,6
78238,7,6,14,6,7
78239,7,6,14,6,8
78240,7,6,15,1,1
78241,7,6,15,1,2
78242,7,6,15,1,3
78243,7,6,15,1,4
78244,7,6,15,1,5
78245,7,6,15,1,6
78246,7,6,15,1,7
78247,7,6,15,1,8
78248,7,6,15,2,1
78249,7,6,15,2,2
78250,7,6,15,2,3
78251,7,6,15,2,4
78252,7,6,15,2,5
78253,7,6,15,2,6
78254,7,6,15,2,7
78255,7,6,15,2,8
78256,7,6,15,3,1
78257,7,6,15,3,2
78258,7,6,15,3,3
78259,7,6,15,3,4
78260,7,6,15,3,5
78261,7,6,15,3,6
78262,7,6,15,3,7
78263,7,6,15,3,8
78264,7,6,15,4,1
78265,7,6,15,4,2
78266,7,6,15,4,3
78267,7,6,15,4,4
78268,7,6,15,4,5
78269,7,6,15,4,6
78270,7,6,15,4,7
78271,7,6,15,4,8
78272,7,6,15,5,1
78273,7,6,15,5,2
78274,7,6,15,5,3
78275,7,6,15,5,4
78276,7,6,15,5,5
78277,7,6,15,5,6
78278,7,6,15,5,7
78279,7,6,15,5,8
78280,7,6,15,6,1
78281,7,6,15,6,2
78282,7,6,15,6,3
78283,7,6,15,6,4
78284,7,6,15,6,5
78285,7,6,15,6,6
78286,7,6,15,6,7
78287,7,6,15,6,8
78288,7,6,16,1,1
78289,7,6,16,1,2
78290,7,6,16,1,3
78291,7,6,16,1,4
78292,7,6,16,1,5
78293,7,6,16,1,6
78294,7,6,16,1,7
78295,7,6,16,1,8
78296,7,6,16,2,1
78297,7,6,16,2,2
78298,7,6,16,2,3
78299,7,6,16,2,4
78300,7,6,16,2,5
78301,7,6,16,2,6
78302,7,6,16,2,7
78303,7,6,16,2,8
78304,7,6,16,3,1
78305,7,6,16,3,2
78306,7,6,16,3,3
78307,7,6,16,3,4
78308,7,6,16,3,5
78309,7,6,16,3,6
78310,7,6,16,3,7
78311,7,6,16,3,8
78312,7,6,16,4,1
78313,7,6,16,4,2
78314,7,6,16,4,3
78315,7,6,16,4,4
78316,7,6,16,4,5
78317,7,6,16,4,6
78318,7,6,16,4,7
78319,7,6,16,4,8
78320,7,6,16,5,1
78321,7,6,16,5,2
78322,7,6,16,5,3
78323,7,6,16,5,4
78324,7,6,16,5,5
78325,7,6,16,5,6
78326,7,6,16,5,7
78327,7,6,16,5,8
78328,7,6,16,6,1
78329,7,6,16,6,2
78330,7,6,16,6,3
78331,7,6,16,6,4
78332,7,6,16,6,5
78333,7,6,16,6,6
78334,7,6,16,6,7
78335,7,6,16,6,8
78336,7,7,1,1,1
78337,7,7,1,1,2
78338,7,7,1,1,3
78339,7,7,1,1,4
78340,7,7,1,1,5
78341,7,7,1,1,6
78342,7,7,1,1,7
78343,7,7,1,1,8
78344,7,7,1,2,1
78345,7,7,1,2,2
78346,7,7,1,2,3
78347,7,7,1,2,4
78348,7,7,1,2,5
78349,7,7,1,2,6
78350,7,7,1,2,7
78351,7,7,1,2,8
78352,7,7,1,3,1
78353,7,7,1,3,2
78354,7,7,1,3,3
78355,7,7,1,3,4
78356,7,7,1,3,5
78357,7,7,1,3,6
78358,7,7,1,3,7
78359,7,7,1,3,8
78360,7,7,1,4,1
78361,7,7,1,4,2
78362,7,7,1,4,3
78363,7,7,1,4,4
78364,7,7,1,4,5
78365,7,7,1,4,6
78366,7,7,1,4,7
78367,7,7,1,4,8
78368,7,7,1,5,1
78369,7,7,1,5,2
78370,7,7,1,5,3
78371,7,7,1,5,4
78372,7,7,1,5,5
78373,7,7,1,5,6
78374,7,7,1,5,7
78375,7,7,1,5,8
78376,7,7,1,6,1
78377,7,7,1,6,2
78378,7,7,1,6,3
78379,7,7,1,6,4
78380,7,7,1,6,5
78381,7,7,1,6,6
78382,7,7,1,6,7
78383,7,7,1,6,8
78384,7,7,2,1,1
78385,7,7,2,1,2
78386,7,7,2,1,3
78387,7,7,2,1,4
78388,7,7,2,1,5
78389,7,7,2,1,6
78390,7,7,2,1,7
78391,7,7,2,1,8
78392,7,7,2,2,1
78393,7,7,2,2,2
78394,7,7,2,2,3
78395,7,7,2,2,4
78396,7,7,2,2,5
78397,7,7,2,2,6
78398,7,7,2,2,7
78399,7,7,2,2,8
78400,7,7,2,3,1
78401,7,7,2,3,2
78402,7,7,2,3,3
78403,7,7,2,3,4
78404,7,7,2,3,5
78405,7,7,2,3,6
78406,7,7,2,3,7
78407,7,7,2,3,8
78408,7,7,2,4,1
78409,7,7,2,4,2
78410,7,7,2,4,3
78411,7,7,2,4,4
78412,7,7,2,4,5
78413,7,7,2,4,6
78414,7,7,2,4,7
78415,7,7,2,4,8
78416,7,7,2,5,1
78417,7,7,2,5,2
78418,7,7,2,5,3
78419,7,7,2,5,4
78420,7,7,2,5,5
78421,7,7,2,5,6
78422,7,7,2,5,7
78423,7,7,2,5,8
78424,7,7,2,6,1
78425,7,7,2,6,2
78426,7,7,2,6,3
78427,7,7,2,6,4
78428,7,7,2,6,5
78429,7,7,2,6,6
78430,7,7,2,6,7
78431,7,7,2,6,8
78432,7,7,3,1,1
78433,7,7,3,1,2
78434,7,7,3,1,3
78435,7,7,3,1,4
78436,7,7,3,1,5
78437,7,7,3,1,6
78438,7,7,3,1,7
78439,7,7,3,1,8
78440,7,7,3,2,1
78441,7,7,3,2,2
78442,7,7,3,2,3
78443,7,7,3,2,4
78444,7,7,3,2,5
78445,7,7,3,2,6
78446,7,7,3,2,7
78447,7,7,3,2,8
78448,7,7,3,3,1
78449,7,7,3,3,2
78450,7,7,3,3,3
78451,7,7,3,3,4
78452,7,7,3,3,5
78453,7,7,3,3,6
78454,7,7,3,3,7
78455,7,7,3,3,8
78456,7,7,3,4,1
78457,7,7,3,4,2
78458,7,7,3,4,3
78459,7,7,3,4,4
78460,7,7,3,4,5
78461,7,7,3,4,6
78462,7,7,3,4,7
78463,7,7,3,4,8
78464,7,7,3,5,1
78465,7,7,3,5,2
78466,7,7,3,5,3
78467,7,7,3,5,4
78468,7,7,3,5,5
78469,7,7,3,5,6
78470,7,7,3,5,7
78471,7,7,3,5,8
78472,7,7,3,6,1
78473,7,7,3,6,2
78474,7,7,3,6,3
78475,7,7,3,6,4
78476,7,7,3,6,5
78477,7,7,3,6,6
78478,7,7,3,6,7
78479,7,7,3,6,8
78480,7,7,4,1,1
78481,7,7,4,1,2
78482,7,7,4,1,3
78483,7,7,4,1,4
78484,7,7,4,1,5
78485,7,7,4,1,6
78486,7,7,4,1,7
78487,7,7,4,1,8
78488,7,7,4,2,1
78489,7,7,4,2,2
78490,7,7,4,2,3
78491,7,7,4,2,4
78492,7,7,4,2,5
78493,7,7,4,2,6
78494,7,7,4,2,7
78495,7,7,4,2,8
78496,7,7,4,3,1
78497,7,7,4,3,2
78498,7,7,4,3,3
78499,7,7,4,3,4
78500,7,7,4,3,5
78501,7,7,4,3,6
78502,7,7,4,3,7
78503,7,7,4,3,8
78504,7,7,4,4,1
78505,7,7,4,4,2
78506,7,7,4,4,3
78507,7,7,4,4,4
78508,7,7,4,4,5
78509,7,7,4,4,6
78510,7,7,4,4,7
78511,7,7,4,4,8
78512,7,7,4,5,1
78513,7,7,4,5,2
78514,7,7,4,5,3
78515,7,7,4,5,4
78516,7,7,4,5,5
78517,7,7,4,5,6
78518,7,7,4,5,7
78519,7,7,4,5,8
78520,7,7,4,6,1
78521,7,7,4,6,2
78522,7,7,4,6,3
78523,7,7,4,6,4
78524,7,7,4,6,5
78525,7,7,4,6,6
78526,7,7,4,6,7
78527,7,7,4,6,8
78528,7,7,5,1,1
78529,7,7,5,1,2
78530,7,7,5,1,3
78531,7,7,5,1,4
78532,7,7,5,1,5
78533,7,7,5,1,6
78534,7,7,5,1,7
78535,7,7,5,1,8
78536,7,7,5,2,1
78537,7,7,5,2,2
78538,7,7,5,2,3
78539,7,7,5,2,4
78540,7,7,5,2,5
78541,7,7,5,2,6
78542,7,7,5,2,7
78543,7,7,5,2,8
78544,7,7,5,3,1
78545,7,7,5,3,2
78546,7,7,5,3,3
78547,7,7,5,3,4
